301	0	95	1
301	0	191	0
301	0	274	1
301	0	358	0
301	0	444	1
301	0	549	1
301	0	620	0
301	0	695	1
301	0	708	0
301	0	709	0
301	0	805	1
301	0	898	1
301	0	1015	1
301	0	1044	1
301	0	1045	0
301	0	1119	1
301	0	1146	0
301	0	1220	1
301	0	1224	1
301	0	1349	1
301	0	1468	0
301	0	1565	1
301	0	1673	1
301	0	1729	1
301	0	1803	0
301	0	1812	1
301	0	1819	1
301	0	2330	1
301	0	3350	0
301	0	4946	0
301	0	5372	1
301	0	5860	0
301	0	6023	0
301	0	6124	0
301	0	6209	1
301	0	6655	1
301	0	6838	0
301	0	6987	0
301	0	7091	0
301	0	7523	0
301	0	7530	0
301	0	7862	0
301	0	7975	0
301	0	8064	0
301	0	8218	0
301	0	8250	0
301	0	8388	0
301	0	8563	0
301	0	8758	0
301	0	9035	0
301	0	9204	0
301	0	9455	0
301	0	10223	1
301	0	10470	1
301	0	10720	1
301	0	10760	0
301	0	10961	0
301	0	11515	1
301	0	11727	1
301	0	11728	1
301	0	11998	0
301	0	12896	1
301	0	12897	0
301	0	12898	1
301	0	12915	0
301	0	12922	1
301	0	12923	1
301	0	12924	1
301	0	12926	1
301	0	12927	1
301	0	12928	1
301	0	12931	1
301	0	12932	1
301	0	12938	1
301	0	12939	1
301	0	12970	0
301	0	12971	0
301	0	13001	1
301	0	13015	1
301	0	13026	1
301	0	13028	1
301	0	13029	1
301	0	13030	1
301	0	13035	1
301	0	13051	1
301	0	13059	1
301	0	13072	0
301	0	13075	1
301	0	13079	1
301	0	13081	1
301	0	13082	1
301	0	13090	0
301	0	13101	1
301	0	13103	1
301	0	13122	1
301	0	13133	1
301	0	13134	1
301	0	13138	1
301	0	13145	0
301	0	13203	1
301	0	13207	1
301	0	13209	1
301	0	13226	1
301	0	13232	1
301	0	13233	1
301	0	13238	1
301	0	13239	0
301	0	13259	1
301	0	13267	0
301	0	13293	1
301	0	13311	1
301	0	13325	0
301	0	13333	1
301	0	13334	1
301	0	13338	1
301	0	13350	1
301	0	13374	0
301	0	13379	1
301	0	13380	1
301	0	13382	1
301	0	13389	1
301	0	13391	1
301	0	13398	1
301	0	13431	0
301	0	13434	1
301	0	13437	0
301	0	13445	0
301	0	13450	1
301	0	14921	0
301	0	14928	0
301	0	15071	0
301	0	15121	0
301	0	15215	0
301	0	15273	0
301	0	15362	0
301	0	15480	1
301	0	15497	0
301	0	15542	1
301	0	15600	0
301	0	15602	0
301	0	15711	0
301	0	15718	0
301	0	15720	0
301	0	15761	0
301	0	15777	1
301	0	15833	0
301	0	15843	0
301	0	15866	0
301	0	15874	0
301	0	15912	1
301	0	15920	1
301	0	15934	0
301	0	15961	0
301	0	16060	0
301	0	16062	0
301	0	16847	0
301	0	17068	0
301	0	17672	0
301	0	17787	1
301	0	17836	0
301	0	18242	1
301	0	18282	0
301	0	18795	1
301	0	18796	1
301	0	18945	0
301	0	19909	0
301	0	20928	0
301	0	21314	0
301	0	22448	0
301	0	23633	1
301	0	24168	0
301	0	24324	0
301	0	24336	0
301	0	24703	0
301	0	24890	0
301	0	24893	0
301	0	24951	1
301	0	25135	1
301	0	25137	0
301	0	25196	1
301	0	25355	1
301	0	25373	1
